"Name","Clinic","Hospital","ST","VAC","Latitude","Longitude","Address","Contact","State"
"Klinik Kesihatan Nilai",0,0,0,1,"2.80361001",101.8001194,"Seremban","","Negeri Sembilan"
"Klinik Kesihatan Padang Lebar",0,0,0,1,"2.859404304",102.2716115,"Kuala Pilah","","Negeri Sembilan"
"Klinik Kesihatan Padang Piol",0,0,0,1,"4.0338188",102.3837154,"Jerantut","","Pahang"
"Klinik Kesihatan Palong 4,5,6",0,0,0,1,"2.74171261",102.6477616,"Jempol","","Negeri Sembilan"
"Klinik Kesihatan Palong 9,10,11",0,0,0,1,"2.784722913",102.581397,"Jempol","","Negeri Sembilan"
"Klinik Kesihatan Pandamaran",0,0,0,1,"3.01408","101.41224980000001","Klang","","Selangor"
"Klinik Kesihatan Pasir Panjang",0,0,0,1,"2.429142784",101.9378173,"Port Dickson","","Negeri Sembilan"
"Klinik Kesihatan Paya Besar",0,0,0,1,"3.7899042",103.241885,"Kuantan","","Pahang"
"Klinik Kesihatan Pedas",0,0,0,1,"2.632753582",102.0671015,"Rembau","","Negeri Sembilan"
"Klinik Kesihatan Pekan Awah",0,0,0,1,"3.5072604",102.5476386,"Maran","","Pahang"
"Klinik Kesihatan Pelabuhan Klang",0,0,0,1,"3.0013383","101.3943435","Klang","","Selangor"
"Klinik Kesihatan Permatang Badak",0,0,0,1,"3.7917192",103.2679291,"Kuantan","","Pahang"
"Klinik Kesihatan Pertang",0,0,0,1,"2.955727055",102.2251225,"Jelebu","","Negeri Sembilan"
"Klinik Kesihatan Port Dickson",0,0,0,1,"2.528309995",101.7922007,"Port Dickson","","Negeri Sembilan"
"Klinik Kesihatan Puchong Bt 14",0,0,0,1,"2.9940761","101.619718","Petaling","","Selangor"
"Klinik Kesihatan Pulau Bum-Bum",0,0,0,1,"4.4640278","118.6694793","Semporna","","Sabah"
"Klinik Kesihatan Pulau Indah",0,0,0,1,"2.937951","101.3246989","Klang","","Selangor"
"Klinik Kesihatan Pulau Tambisan",0,0,0,1,"5.4461598","119.1490936","Lahad Datu","","Sabah"
"Klinik Kesihatan Rantau",0,0,0,1,"2.600662879",101.9629342,"Seremban","","Negeri Sembilan"
"Klinik Kesihatan Rantau Panjang",0,0,0,1,"3.0689456","101.41148140000001","Klang","","Selangor"
"Klinik Kesihatan Rawang",0,0,0,1,"3.3147693","101.59588350000001","Gombak","","Selangor"
"Klinik Kesihatan Rembau",0,0,0,1,"2.585847856",102.0937013,"Rembau","","Negeri Sembilan"
"Klinik Kesihatan Rosok",0,0,0,1,"3.0704564","101.52526660000001","Kota Belud","","Sabah"
"Klinik Kesihatan Salak",0,0,0,1,"2.7895199","101.74918860000001","Sepang","","Selangor"
"Klinik Kesihatan Sekinchan",0,0,0,1,"3.5098268","101.1026535","Sabak Bernam","","Selangor"
"Klinik Kesihatan Seksyen 19",0,0,0,1,"3.0500633","101.5331287","Petaling","","Selangor"
"Klinik Kesihatan Seksyen 7 Shah Alam",0,0,0,1,"3.0724525","101.4909343","Petaling","","Selangor"
"Klinik Kesihatan Selayang Baru",0,0,0,1,"","","Gombak","","Selangor"
"Klinik Kesihatan Semporna",0,0,0,1,"4.4809941","118.60591740000001","Semporna","","Sabah"
"Klinik Kesihatan Senaling",0,0,0,1,"2.706008884",102.2544611,"Kuala Pilah","","Negeri Sembilan"
"Klinik Kesihatan Senawang",0,0,0,1,"2.692351203",101.9889164,"Seremban","","Negeri Sembilan"
"Klinik Kesihatan Sepang",0,0,0,1,"","","Sepang","","Selangor"
"Klinik Kesihatan Seremban 2",0,0,0,1,"2.684827803",101.9166764,"Seremban","","Negeri Sembilan"
"Klinik Kesihatan Serendah",0,0,0,1,"3.3623333","101.6027488","Ulu Selangor","","Selangor"
"Klinik Kesihatan Seri Kembangan",0,0,0,1,"3.027736","101.71149220000001","Petaling","","Selangor"
"Klinik Kesihatan Seri Menanti",0,0,0,1,"2.702278673",102.1646994,"Kuala Pilah","","Negeri Sembilan"
"Klinik Kesihatan Sg Bertik",0,0,0,1,"3.0490245","101.42764340000001","Klang","","Selangor"
"Klinik Kesihatan Sijangkang",0,0,0,1,"2.9414953","101.4562351","Kuala Langat","","Selangor"
"Klinik Kesihatan Silabukan",0,0,0,1,"","","Lahad Datu","","Sabah"
"Klinik Kesihatan Simpang Lima",0,0,0,1,"3.6263328","101.0516211","Sabak Bernam","","Selangor"
"Klinik Kesihatan Sri Jaya",0,0,0,1,"3.685484",102.9507728,"Maran","","Pahang"
"Klinik Kesihatan Sukau",0,0,0,1,"5.5099152","118.28697020000001","Kinabatangan","","Sabah"
"Klinik Kesihatan Sungai Besar",0,0,0,1,"3.675894","100.98899390000001","Sabak Bernam","","Selangor"
"Klinik Kesihatan Sungai Buloh",0,0,0,1,"3.2192844","101.57799490000001","Gombak","","Selangor"
"Klinik Kesihatan Sungai Lembing",0,0,0,1,"3.9255046",103.0730535,"Kuantan","","Pahang"
"Klinik Kesihatan Sungai Pelek",0,0,0,1,"2.6446353","101.71850450000001","Sepang","","Selangor"
"Klinik Kesihatan Sungai Tekam Utara",0,0,0,1,"3.89039",102.5976437,"Jerantut","","Pahang"
"Klinik Kesihatan Sungai Ular",0,0,0,1,"4.0451836",103.3946806,"Kuantan","","Pahang"
"Klinik Kesihatan Taginambur",0,0,0,1,"6.2265757","116.44913840000001","Kota Belud","","Sabah"
"Klinik Kesihatan Taman Ehsan",0,0,0,1,"3.224222","101.6229275","Gombak","","Selangor"
"Klinik Kesihatan Taman Medan",0,0,0,1,"3.079249","101.63449390000001","Petaling","","Selangor"
"Klinik Kesihatan Tandek",0,0,0,1,"6.53361","116.852","Kota Marudu","","Sabah"
"Klinik Kesihatan Tanjong Karang",0,0,0,1,"3.421166","101.1737351","Kuala Selangor","","Selangor"
"Klinik Kesihatan Tanjung Sepat",0,0,0,1,"2.665595","101.55126820000001","Kuala Langat","","Selangor"
"Klinik Kesihatan Telok Panglima Garang",0,0,0,1,"2.9049166","101.46755040000001","Kuala Langat","","Selangor"
"Klinik Kesihatan Telupid",0,0,0,1,"5.6296267","117.12077330000001","Telupid","","Sabah"
"Klinik Kesihatan Terachi",0,0,0,1,"2.741806444",102.1356437,"Kuala Pilah","","Negeri Sembilan"
"Klinik Kesihatan Tongod",0,0,0,1,"5.2750588","116.9760037","Tongod","","Sabah"
"Klinik Kesihatan Tungku",0,0,0,1,"5.0256806","118.88337340000001","Lahad Datu","","Sabah"
"Klinik Kesihatan Ulu Yam Bharu",0,0,0,1,"3.434854","101.656462","Ulu Selangor","","Selangor"
"Klinik Masya",0,0,0,1,"2.78449",101.75103,"Sepang","","Selangor"
"Klinik Permata",0,0,0,1,"","","Pontian","","Johor"
"Kolej Kemahiran Tinggi MARA Ledang",0,0,0,1,"2.1702061","102.5918733","Tangkak","","Johor"
"Kompleks Akademik UPSI, Kampus Sultan Azlan Shah, Tg Malim",0,0,0,1,"3.7243552","101.53326440000001","Muallim","","Perak"
"Kompleks Belia dan Sukan Paroi",0,0,0,1,"2.7259873","101.9777686","Seremban","","Negeri Sembilan"
"Kompleks Dewan Kuliah Pusat 13 & 14, UMS",0,0,0,1,"","","Kota Kinabalu","","Sabah"
"Kompleks Islam Jubli Perak",0,0,0,1,"6.1296074","102.30243440000001","Kota Bharu","","Kelantan"
"Kompleks Islam Jubli Perak Sultan Ismail Petra",0,0,0,1,"6.1296074","102.30243440000001","Kota Bharu","","Kelantan"
"Kompleks Sukan Asajaya",0,0,0,1,"1.54424",110.5934,"Asajaya","","Sarawak"
"Kompleks Sukan Balik Pulau",0,0,0,1,"5.3387",100.2137,"Barat Daya","","Pulau Pinang"
"Kompleks Sukan Komuniti Felda Palong 6",0,0,0,1,"2.740761","102.649658","Tampin","","Negeri Sembilan"
"Kompleks Sukan Komuniti Serdang",0,0,0,1,"5.20788",100.61323,"Bandar Baharu","","Kedah"
"Kompleks Sukan Majlis Perbadanan Kuala Langat",0,0,0,1,"2.8038",101.5025,"Kuala Langat","","Selangor"
"Kompleks Sukan Masjid Tanah",0,0,0,1,"2.3512",102.1185,"Alor Gajah","","Melaka"
"Kompleks Sukan Negara Shah Alam Panasonic",0,0,0,1,"3.0568","101.54719010000001","Petaling","","Selangor"
"Kota Putra Square",0,0,0,1,"","","Besut","","Terengganu"
"Kuala Lumpur Convention Centre (KLCC)",0,0,0,1,"3.1532671","101.7130429","Kuala Lumpur","","W.P. Kuala Lumpur"
"Langkawi International Convention Centre (LICC)",0,0,0,1,"6.3017791","99.8549325","Langkawi","","Kedah"
"Le Garden Pavilion, Gamuda Gardens, Rawang, Gombak",0,0,0,1,"","","Gombak","","Selangor"
"Lembaga Pelabuhan Kuantan",0,0,0,1,"","","Kuantan","","Pahang"
"MAHSA University",0,0,0,1,"","","Kuala Langat","","Selangor"
"Main Terminal Building KLIA",0,0,0,1,"2.7525943","101.7039067","Sepang","","Selangor"
"Malaysia Reﬁnery (Petronas)",0,0,0,1,"2.2751786","102.1361832","Melaka Tengah","","Melaka"
"Masjid Wilayah",0,0,0,1,"3.1720495","101.6704473","Kuala Lumpur","","W.P. Kuala Lumpur"
"Micron, Bukit Jawi Resort",0,0,0,1,"5.1855428","100.51975100000001","Seberang Perai Selatan","","Pulau Pinang"
"MidValley Southkey",0,0,0,1,"1.5009581","103.77737780000001","Johor Bahru","","Johor"
"Molex (Malaysia) Sdn Bhd",0,0,0,1,"5.3508428","100.4204088","Seberang Perai Tengah","","Pulau Pinang"
"Multimedia University (MMU), Cyberjaya, Sepang",0,0,0,1,"2.9277715","101.64190040000001","Sepang","","Selangor"
"Multi-Storey Car Park Kapit",0,0,0,1,"2.0159151","112.94020010000001","Kapit","","Sarawak"
"National Stadium Bukit Jalil",0,0,0,1,"3.0546349","101.69134000000001","Kuala Lumpur","","W.P. Kuala Lumpur"
"Orion Clinic",0,0,0,1,"2.92125",101.63614,"Sepang","","Selangor"
"Pejabat Daerah Lingga",0,0,0,1,"1.3518625","111.1716995","Sri Aman","","Sarawak"
"Persada Johor International Convention Centre (Persada Johor)",0,0,0,1,"1.4615265","103.76157370000001","Johor Bahru","","Johor"
"Plexus Manufacturing",0,0,0,1,"1.335629","103.90534600000001","Barat Daya","","Pulau Pinang"
"Poliklinik Medi Ihsan",0,0,0,1,"2.81945",101.68985,"Sepang","","Selangor"
"PPV Lion Plate MillS",0,0,0,1,"4.399124","103.25102100000001","Kemaman","","Terengganu"
"Pusat Jantung Sarawak",0,0,0,1,"1.4809232","110.4190451","Samarahan","","Sarawak"
"Pusat Pakar Perubatan UiTM (Sungai Buloh)",0,0,0,1,"","","Gombak","","Selangor"
"Pusat Perubatan Universiti Kebangsaan Malaysia – Pandu Lalu",0,0,0,1,"3.099267","101.7254018","Kuala Lumpur","","W.P. Kuala Lumpur"
"Pusat Perubatan Universiti Malaya (PPUM)",0,0,0,1,"3.1137086","101.6528322","Kuala Lumpur","","W.P. Kuala Lumpur"
"Pusat Sains dan Kreativiti",0,0,0,1,"5.2699",103.1521,"Kuala Terengganu","","Terengganu"
"Pusat Sivik Gua Musang",0,0,0,1,"4.869995",101.961613,"Gua Musang","","Kelantan"
"Qualitas Medical, Petronas Kertih Integrated Petrochemical Complex",0,0,0,1,"","","Kemaman","","Terengganu"
"RAPID Petronas Pengerang",0,0,0,1,"1.3771644","104.167629","Kota Tinggi","","Johor"
"Rumah Rehat Song",0,0,0,1,"2.0096139","112.5496743","Song","","Sarawak"
"Sabah International Convention Center",0,0,0,1,"5.9974508","116.08432760000001","Kota Kinabalu","","Sabah"
"Sapura Fabrication Sdn Bhd",0,0,0,1,"4.2460312","100.6715927","Manjung","","Perak"
"Seberang Perai Arena Convention Centre",0,0,0,1,"5.387",100.4015,"Seberang Perai Tengah","","Pulau Pinang"
"Setia Eco Templer, Rawang",0,0,0,1,"","","Gombak","","Selangor"
"SKJC Chung Hua No 1",0,0,0,1,"2.7308643","101.93500510000001","Kuching","","Sarawak"
"SKT Banquet Hall",0,0,0,1,"2.0567689","102.5877856","Muar","","Johor"
"SPA City Hall",0,0,0,1,"2.2610043","102.23343360000001","Melaka Tengah","","Melaka"
"Space U8, Bukit Jelutong",0,0,0,1,"3.1118583","101.552338","Petaling","","Selangor"
"Stadium Indera Mulia",0,0,0,1,"4.6102",101.102,"Kinta","","Perak"
"Stadium Perpaduan Dalat",0,0,0,1,"2.74314",111.94503,"Dalat","","Sarawak"
"Stadium Perpaduan Kuching",0,0,0,1,"1.5877",110.3555,"Kuching","","Sarawak"
"Stadium Proton Tanjung Malim",0,0,0,1,"3.73912","101.51368400000001","Muallim","","Perak"
"Stadium Proton Tanjung Malim",0,0,0,1,"3.73912","101.51368400000001","Muallim","","Perak"
"Stadium Tertutup Gong Badak",0,0,0,1,"5.36813",103.10298,"Kuala Nerus","","Terengganu"
"Stadium Tertutup Kuala Selangor",0,0,0,1,"3.3191",101.2543,"Kuala Selangor","","Selangor"
"Stadium Tertutup Samarahan",0,0,0,1,"1.470349","110.49288390000001","Samarahan","","Sarawak"
"Stadium Tertutup Sultan Abdul Halim",0,0,0,1,"6.151",100.3658,"Kota Setar","","Kedah"
"Stadium Tun Abdul Razak",0,0,0,1,"3.77488",102.54695,"Maran","","Pahang"
"Subterranean Penang International Convention & Exhibition Centre (SPICE)",0,0,0,1,"","","Barat Daya","","Pulau Pinang"
"Sultan Ahmad Shah Medical Centre @IIUM (SASMEC@IIUM)",0,0,0,1,"3.2504767","101.73466950000001","Kuantan","","Pahang"
"Swettenham Cruise Terminal",0,0,0,1,"","","Timur Laut","","Pulau Pinang"
"Tapak Ekspo Seberang Jaya",0,0,0,1,"5.4003407","100.4042285","Seberang Perai Tengah","","Pulau Pinang"
"TAPAK PESTA PULAU PINANG",0,0,0,1,"5.3439362","100.30036050000001","Barat Daya","","Pulau Pinang"
"Terengganu Trade Centre ( TTC)",0,0,0,1,"5.3120722","103.1292648","Kuala Terengganu","","Terengganu"
"Texas Instruments Malaysia Sdn Bhd",0,0,0,1,"3.1703205","101.7505223","Kuala Lumpur","","W.P. Kuala Lumpur"
"UCSI University",0,0,0,1,"3.0800732","101.73350070000001","Kuala Lumpur","","W.P. Kuala Lumpur"
"UITM Rembau (Dewan Biduanda)",0,0,0,1,"2.5105215","102.06291420000001","Rembau","","Negeri Sembilan"
"UNIKL British Malaysia  Institute (BMI), Sg. Pusu",0,0,0,1,"3.2511277","101.72799810000001","Gombak","","Selangor"
"Universiti Islam Antarabangsa Sultan Abdul Halim Mu'adzam Shah (UniSHAMS)",0,0,0,1,"5.5837827","100.6428448","Baling","","Kedah"
"Universiti Kebangsaan Malaysia (UKM)",0,0,0,1,"2.930255","101.77741940000001","Ulu Langat","","Selangor"
"Universiti Malaya (UM)",0,0,0,1,"3.1209046","101.6538414","Kuala Lumpur","","W.P. Kuala Lumpur"
"Universiti Sains Islam Malaysia (USIM) - Dewan Tuanku Canselor",0,0,0,1,"2.847055","101.78335990000001","Seremban","","Negeri Sembilan"
"University College TATI",0,0,0,1,"4.3011681","103.4740486","Kemaman","","Terengganu"
"Wisma Belia",0,0,0,1,"3.82478",103.28139,"Kuantan","","Pahang"
"World Trade Centre KL (WTCKL)",0,0,0,1,"","","Kuala Lumpur","","W.P. Kuala Lumpur"
"Xcape Resort Tahan",0,0,0,1,"","","Jerantut","","Pahang"
"Yayasan Toh Puan Zurina",0,0,0,1,"2.2256661","102.25704150000001","Melaka Tengah","","Melaka"
